,ID,Phase,Mode,Runtime,Elapsed_Time
105,a6ad799d-f842-49f9-8d59-0573f44cd7fa,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|20|18|19|16|22|14|23|21|17|,fast,0.145,0.145
106,a4a89111-34aa-4176-96bf-e2ef7604b5e1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|20|23|16|17|19|15|22|21|14|,fast,0.145,0.145
107,1f7c8d7c-9b35-4948-b5db-cb5b155a3713,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|21|18|15|19|14|20|23|16|17|,fast,0.147,0.147
108,f205584e-ef0e-4040-b0f8-30d7bfd5fc2c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|17|15|21|23|18|14|16|22|19|,fast,0.147,0.147
109,183caee7-21f3-43b9-acfd-f6ee3ed875e6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|15|18|23|20|19|16|22|14|21|,fast,0.149,0.149
110,d7c77e7c-0e03-42e8-9c11-af1410bc0954,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|21|18|15|16|20|14|17|23|22|,fast,0.145,0.145
111,a5913678-9d11-40a3-a99a-10fdaf0b7019,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|23|15|16|21|14|20|18|22|17|,fast,0.145,0.145
112,43f36db4-fd9e-4d2e-ad55-26d7a45c57cc,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|14|20|19|16|22|15|23|21|17|,fast,0.145,0.145
113,c6014162-b6d4-4dfa-bc69-7a8f3b917398,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|22|15|23|14|17|20|19|21|16|,fast,0.145,0.145
114,c6683577-b84f-4423-be83-a2141905ae88,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|21|23|22|15|19|16|20|17|14|,fast,0.146,0.146
115,25b029ea-d7b8-4571-ad31-9724d027aaaa,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|19|14|18|22|15|20|23|17|21|,fast,0.144,0.144
116,2da92ffa-fda4-49a6-ba4d-c021f4f200b3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|20|15|23|16|14|21|19|18|17|,fast,0.145,0.145
117,bcd26834-f760-486e-84e7-f9d36e93c313,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|22|23|16|15|17|20|19|18|14|,fast,0.144,0.144
118,28037184-cf9e-4a42-b523-c0cce09ddc7a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|15|14|21|22|16|18|23|19|17|,fast,0.145,0.145
119,25b8dc35-1daf-4aea-911c-8e0d34ced518,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|14|20|21|18|19|15|17|16|22|,fast,0.145,0.145
120,d32b649f-d616-42e8-9704-5d4adeb4b516,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|18|20|14|19|15|22|17|23|21|,fast,0.145,0.145
121,6d07928d-0163-44c9-a45e-d5aace123dff,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|18|22|23|16|17|20|19|21|,fast,0.144,0.144
122,9feb161c-b6f8-4bde-9c03-91ae6c46ebc2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|14|18|22|17|21|19|23|16|15|,fast,0.144,0.144
123,4781ceaa-898b-4268-9184-e89212bea4e4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|15|19|16|21|17|18|20|14|23|,fast,0.143,0.143
124,e1a5f7b3-51a4-4467-974c-a047fc508c1e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|15|21|19|18|16|23|14|20|17|,fast,0.143,0.143
125,cb7fbfc3-7e74-4cb0-a670-80061a1c4ff6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|20|23|19|14|16|22|21|15|17|,fast,0.145,0.145
126,372a5b56-6d98-4835-bc08-c84d83722333,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|15|18|14|19|22|16|21|17|23|,fast,0.145,0.145
127,6ea54ea2-6068-470d-b7e6-fcd9669c3de4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|15|16|14|20|22|18|19|23|21|,fast,0.144,0.144
128,309e7e07-ea06-4cf0-a7b6-3479e16eda51,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|17|18|16|22|21|15|23|20|14|,fast,0.144,0.144
129,1751f825-3c56-4f1b-9940-9d735df2580c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|15|22|16|21|14|23|17|20|19|,fast,0.144,0.144
130,d7688006-51ef-4f84-aa5b-f93a9507f3f0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|20|18|14|22|15|17|19|21|16|,fast,0.145,0.145
131,06b26c10-ace8-4082-a957-ab7a34e3e8fe,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|17|21|15|20|16|22|19|23|14|,fast,0.144,0.144
132,79da55ee-68b0-4f2a-9bed-20366712f33a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|19|23|20|17|16|15|22|14|21|,fast,0.144,0.144
133,881193b7-01ab-4536-88fc-f84c2109886e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|18|20|19|14|22|23|21|15|17|,fast,0.144,0.144
134,f8101c28-a6ca-4daf-b739-5c3e7ff4d944,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|19|15|17|14|16|21|22|23|18|,fast,0.146,0.146
135,5b2f21fd-88c5-40b5-95b5-b899d2c0ceae,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|22|17|14|16|21|19|18|20|23|,fast,0.145,0.145
136,b36ade44-97a8-4906-aed4-9b99146b1501,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|20|14|17|15|16|19|21|18|22|,fast,0.145,0.145
137,81d6290c-c97d-4f6a-9d0b-cf6094998061,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|19|21|14|23|16|18|20|17|15|,fast,0.144,0.144
138,4d60eca5-c9e3-4665-a93c-fad976afb782,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|20|16|18|15|21|14|23|22|17|,fast,0.145,0.145
139,318df15b-d10e-43c8-829d-3d642db6a90e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|19|16|22|17|15|20|14|18|23|,fast,0.145,0.145
140,2bee82aa-e813-43e9-9d2e-1611e2ef8db0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|15|19|23|21|22|18|20|17|14|,fast,0.145,0.145
141,eab8c9a5-4f37-4654-9976-2c2c55c6e697,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|22|18|21|19|17|23|14|16|20|,fast,0.144,0.144
142,a69aee87-c3a3-4c6e-962f-0163d6a70818,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|22|16|21|19|18|15|20|23|14|,fast,0.146,0.146
143,6b4deca2-9040-48ad-9469-45053c53576e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|21|14|16|23|15|19|17|18|20|,fast,0.145,0.145
144,812afcfd-43f5-4f04-b9fd-bbbc5470f540,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|19|15|22|16|17|18|21|20|14|,fast,0.145,0.145
145,3840aebc-0e78-4b42-86d4-8306ef0b1836,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|21|16|22|18|15|14|20|19|17|,fast,0.143,0.143
146,d0b50d82-38b2-4c7c-8174-b0a7c86361c5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|23|22|15|16|19|21|14|17|18|,fast,0.144,0.144
147,0dcd4186-5012-459d-b532-648fead901e8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|18|19|21|16|20|15|23|14|17|,fast,0.145,0.145
148,5205100c-bda7-4ce3-9239-06d8a7e14eba,0|1|2|3|4|5|6|7|8|9|10|11|12|13|17|16|15|23|21|20|18|22|19|14|,fast,0.144,0.144
149,03f854a4-558c-4bd2-a51f-e9811f803cca,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|20|16|21|18|22|15|19|23|17|,fast,0.144,0.144
150,d2d6ee2c-c791-4740-ae5b-452b4758a3f2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|20|17|23|16|18|22|21|15|14|,fast,0.145,0.145
151,c03003b2-d908-45bd-b606-6e093c84a5b1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|16|19|18|17|23|22|14|21|15|,fast,0.144,0.144
152,309495c4-8405-41f0-8202-e2a1d713d0a3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|19|17|16|14|21|22|23|20|18|,fast,0.144,0.144
153,7006e2a9-cd7d-44d1-b234-d97a584cd953,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|22|21|16|17|15|14|23|19|20|,fast,0.144,0.144
154,2e64ce10-19ff-48b3-b63d-caa4c1c7a500,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|21|17|22|15|14|19|20|23|16|,fast,0.144,0.144
