,ID,Phase,Mode,Runtime,Elapsed_Time
113,227dcad4-6b04-491d-ad66-07d41bafee39,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|22|18|19|16|17|14|21|20|15|,fast,0.118,0.118
114,e81b8959-6bfb-4dbe-8709-cd95a7e6c969,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|18|22|20|17|23|15|21|14|19|,fast,0.117,0.117
115,874b4445-a5df-49a8-87a7-3bb0fb712036,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|23|18|21|14|20|16|22|17|19|,fast,0.118,0.118
116,3074e9cc-86e6-4466-a61f-0a961574be22,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|18|23|14|16|20|17|19|22|21|,fast,0.118,0.118
117,3de0e3e9-2aee-411c-99fc-bf4c3b88f549,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|15|19|20|17|14|16|18|21|22|,fast,0.119,0.119
118,5ae7d3e5-7163-4dbf-8382-53338b61a938,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|18|14|19|17|16|15|22|23|21|,fast,0.119,0.119
119,25e14c9b-adf7-48d7-8b52-04815a92c21c,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|20|21|15|16|18|17|22|19|23|,fast,0.117,0.117
120,c2dc5760-fb49-47b5-8516-2c37c797ae77,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|21|17|20|14|16|22|19|18|15|,fast,0.119,0.119
121,af42109e-c7b7-45d5-b7ed-00b0a8c7b11f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|14|19|17|16|15|18|21|23|22|,fast,0.12,0.12
122,538cdff0-a7a4-405c-9500-0956b9be4deb,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|16|19|14|21|20|23|22|17|15|,fast,0.117,0.117
123,c197d692-b0fc-4982-bd5e-3e5a96d9f4c3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|19|14|17|22|15|21|16|18|20|,fast,0.118,0.118
124,be3ecb29-655d-4392-a9c5-9d7b0330f7fa,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|23|20|19|16|22|18|17|15|21|,fast,0.119,0.119
125,b90e0725-8e57-4732-9850-eaf20c80d73b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|19|22|21|15|17|20|23|14|18|,fast,0.12,0.12
126,ed33757f-0ff1-42ea-bfa7-defed25dc0d0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|23|14|16|21|17|15|22|20|19|,fast,0.12,0.12
127,bcedce20-84ad-425e-a95d-940b8ba19eb7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|23|19|21|18|22|17|14|20|15|,fast,0.119,0.119
128,41faae3d-125b-4558-91f2-675c8a08400f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|23|19|16|22|21|18|17|14|20|,fast,0.118,0.118
129,fb6f1247-c9f3-44cc-ae52-592bd3716416,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|21|16|15|19|20|17|22|14|18|,fast,0.117,0.117
130,95cce479-3ca7-4fca-a5db-3955b7fea30f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|15|19|17|20|23|16|18|14|21|,fast,0.118,0.118
